,Unnamed: 0,Time,Force,L_pitchAcc,L_yawAcc,L_surgeAcc,L_rollAcc,L_pitchVel,L_yawVel,L_surgeVel,L_rollVel,L_pitch,L_yaw,L_surge,L_roll,L_x,L_y,L_z,L_motion,R_pitchAcc,R_yawAcc,R_surgeAcc,R_rollAcc,R_pitchVel,R_yawVel,R_surgeVel,R_rollVel,R_pitch,R_yaw,R_surge,R_roll,R_x,R_y,R_z,R_motion
100,100,6.850187063217163,0.0,-0.01,0.02,0.01,-0.01,0.0,-0.0,0.07,-0.0,0.65,1.08,-5.21,-1.41,0.0,0.02,37.0,-0.31,-18.99,-25.95,19.08,-22.82,71397.0,829.0,-29265.0,-898.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
101,101,6.912132024765015,0.0,-0.01,0.0,-0.06,0.07,0.0,-0.0,-0.12,0.01,-0.1,1.31,-8.58,2.9,-0.02,0.0,29.52,0.11,-19.0,-25.87,18.56,-22.64,71396.0,829.0,-27464.0,-891.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
102,102,6.973860740661621,0.0,0.02,-0.0,0.08,0.09,0.0,-0.0,-0.16,-0.01,0.9,1.23,-4.03,8.03,0.0,0.0,19.88,-0.37,-18.94,-25.8,18.32,-22.16,71396.0,829.0,-26271.0,-913.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
103,103,7.034718751907349,0.0,0.02,-0.01,-0.04,-0.01,0.0,-0.0,0.02,-0.0,2.15,0.69,-6.55,7.7,0.0,0.0,21.2,-0.44,-18.81,-25.76,17.92,-21.69,71396.0,829.0,-24978.0,-940.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
104,104,7.095667839050293,0.0,0.01,0.0,-0.05,-0.04,0.0,-0.0,-0.03,-0.0,2.73,0.88,-9.55,5.16,0.0,0.0,19.28,-0.72,-18.65,-25.7,17.34,-21.38,71396.0,829.0,-23821.0,-983.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
105,105,7.157437324523926,0.0,0.01,0.0,-0.02,0.04,0.0,-0.0,0.01,0.01,3.15,0.99,-10.83,7.6,0.0,0.03,20.17,-0.27,-18.46,-25.64,16.69,-20.93,71396.0,831.0,-22611.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
106,106,7.2191689014434814,0.0,-0.02,0.01,-0.11,-0.07,0.0,-0.0,-0.03,0.0,2.21,1.32,-17.47,3.26,0.0,0.0,18.34,-0.18,-18.33,-25.56,15.63,-20.73,71396.0,831.0,-21492.0,-1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
107,107,7.280055522918701,0.0,-0.01,0.0,-0.05,-0.08,0.0,-0.0,0.1,0.0,1.6,1.4,-20.32,-1.47,0.0,0.0,24.63,-0.02,-18.23,-25.48,14.41,-20.81,71396.0,831.0,-20014.0,-1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
108,108,7.341963291168213,0.0,-0.01,0.0,0.01,0.05,0.0,-0.0,0.0,-0.0,0.85,1.69,-19.88,1.45,0.0,0.0,24.66,-0.19,-18.18,-25.37,13.17,-20.72,71396.0,831.0,-18485.0,-1023.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
109,109,7.402770280838013,0.0,-0.0,0.0,-0.0,0.01,0.0,-0.0,-0.08,-0.0,0.57,1.85,-20.18,2.17,0.0,0.0,19.63,-0.45,-18.14,-25.26,11.96,-20.59,71396.0,831.0,-17307.0,-1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
110,110,7.464513778686523,0.0,0.0,-0.01,0.07,0.01,0.0,-0.0,0.02,0.01,0.82,1.17,-16.13,2.55,0.0,0.0,20.65,0.05,-18.09,-25.19,10.96,-20.44,71396.0,831.0,-16027.0,-1047.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
111,111,7.525403261184692,0.0,0.01,-0.01,-0.0,-0.04,0.0,-0.0,-0.0,-0.0,1.44,0.63,-16.32,-0.01,0.0,0.0,20.39,0.0,-18.01,-25.15,10.0,-20.44,71396.0,831.0,-14824.0,-1047.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
112,112,7.587186574935913,0.0,-0.01,-0.01,0.06,-0.02,0.0,-0.0,-0.0,-0.0,0.78,0.22,-12.45,-1.43,0.0,0.0,20.15,-0.25,-17.96,-25.14,9.24,-20.52,71396.0,831.0,-13595.0,-1062.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
113,113,7.638163328170776,0.0,0.0,-0.01,0.07,0.01,0.0,-0.0,-0.05,0.0,0.86,-0.26,-8.01,-0.7,0.0,0.0,17.32,-0.16,-17.91,-25.16,8.75,-20.57,71396.0,831.0,-12521.0,-1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
114,114,7.699885845184326,0.0,-0.0,-0.0,0.08,-0.01,0.0,-0.0,0.0,0.0,0.76,-0.3,-3.26,-1.06,0.0,0.0,17.43,0.08,-17.86,-25.17,8.55,-20.63,71396.0,831.0,-11475.0,-1067.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
115,115,7.76172137260437,0.0,-0.01,0.01,0.06,0.03,0.0,-0.0,-0.01,-0.01,0.22,0.37,0.48,0.8,0.0,0.0,16.64,-0.69,-17.85,-25.15,8.58,-20.58,71396.0,831.0,-10460.0,-1109.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
116,116,7.822606086730957,0.0,0.01,-0.01,0.0,0.03,0.0,-0.0,-0.04,0.0,0.77,-0.19,0.5,2.51,0.0,0.0,14.27,-0.52,-17.8,-25.16,8.61,-20.43,71396.0,831.0,-9604.0,-1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
